iter residual
   0 1.000000e+00
   1 2.805049e-01
   2 9.907558e-02
   3 4.412180e-02
   4 1.602930e-02
   5 5.452540e-03
   6 1.838584e-03
   7 6.348280e-04
   8 2.196534e-04
   9 7.299123e-05
  10 2.032933e-05
  11 3.780898e-06
  12 2.197867e-07
  13 9.852332e-10
  14 1.290928e-12
  15 1.892729e-15
