iter residual
   0 1.000000e+00
   1 5.180741e-02
   2 2.566806e-03
   3 3.313725e-04
   4 5.349142e-05
   5 9.589052e-06
   6 1.784009e-06
   7 3.357547e-07
   8 6.336911e-08
   9 1.194999e-08
  10 2.243207e-09
  11 4.180540e-10
  12 8.302171e-11
  13 2.803615e-11
  14 1.597709e-11
  15 7.281949e-12
  16 3.037407e-12
  17 2.351497e-15
