iter residual
   0 1.000000e+00
   1 6.903937e-02
   2 2.019311e-02
   3 8.384414e-03
   4 2.402805e-03
   5 1.140079e-03
   6 3.298235e-04
   7 1.617309e-04
   8 4.604767e-05
   9 2.281166e-05
  10 6.417402e-06
  11 3.195999e-06
  12 8.913818e-07
  13 4.454542e-07
  14 1.234490e-07
  15 6.184084e-08
  16 1.705523e-08
  17 8.558550e-09
