iter residual
   8 1.000000e+00
   9 2.449825e-02
  10 1.250718e-02
  11 7.505855e-03
  12 4.563401e-03
  13 2.773465e-03
  14 1.684084e-03
  15 1.022137e-03
  16 6.202807e-04
  17 3.764312e-04
  18 2.284998e-04
  19 1.387725e-04
  20 8.435574e-05
  21 5.135748e-05
  22 3.134982e-05
  23 1.915918e-05
