iter residual
   0 1.000000e+00
   1 4.645120e-04
   2 2.424027e-05
   3 4.820564e-06
   4 3.289978e-06
   5 2.193011e-06
   6 1.431439e-06
   7 9.248700e-07
   8 5.924495e-07
   9 3.793837e-07
  10 2.443047e-07
  11 1.595692e-07
  12 1.030833e-07
  13 6.692209e-08
  14 4.310012e-08
  15 2.773010e-08
  16 1.786905e-08
  17 1.158487e-08
  18 7.524386e-09
